block_size,attract_gain,drone_repel_gain,map_label,n_drones,seed,final_coverage,overlap_m2,wasted_visits,energy_used_j,time_to_terminal,score
5,1.0,2.0,partial_33,2,0,0.1710691823899371,0.0,3715,242424.00000000003,698.4000000000902,-0.2627806113144398
5,1.0,2.0,partial_33,2,1,0.3836477987421384,0.0,3557,242424.00000000003,689.4000000000882,-0.037104258338246016
5,1.0,2.0,partial_33,5,0,0.4025157232704403,1700.0,9031,606060.0,698.4000000000902,-0.05732281685139115
5,1.0,2.0,partial_33,5,1,0.7069182389937106,2050.0,9332,606060.0,675.9000000000851,0.24857102900811492
5,1.0,2.0,partial_33,10,0,0.8767295597484277,6550.0,17473,1212120.0,702.2000000000911,0.34492517096280306
5,1.0,2.0,partial_33,10,1,1.0,6475.0,8455,565660.8411320418,308.90000000000174,0.5606399504176273
5,1.0,2.0,partial_33,20,0,1.0,14450.0,3272,239921.16521054413,63.30000000000063,0.5262342095991661
5,1.0,2.0,partial_33,20,1,1.0,14800.0,3560,256831.14478724077,67.90000000000042,0.5160655409185227
5,1.0,2.0,closed_33,2,0,0.25259515570934254,0.0,2789,242424.00000000003,706.000000000092,-0.17692594972317685
5,1.0,2.0,closed_33,2,1,0.22837370242214533,300.0,1767,242424.00000000003,721.1000000000954,-0.2014460351560009
